Kingdom,Subkingdom,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,InfraOrder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Section,Subsection,Species,Subspecies,Variety,Subvariety,Form,Subform,comments,scientificName,taxon_author,nameType,usage,nameSource,url,Group,User
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,crebricostata,,,,,,"Source of name, Coan et al. 2000",Cyclocardia crebricostata,"(Krause, 1885)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,delicatum,,,,,,"Source of name, Lamprell & Healy, 1998",Cyclocardia delicatum,"(Verco, 1908)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,dilectum,,,,,,"Source of name, Lamprell & Healy, 1998",Cyclocardia dilectum,"(E.A. Smith, 1885)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,elegans,,,,,,"Source of name, www.somali.asso.fr/fossils",Cyclocardia elegans,"(Lamarck, 1806)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,erimoensis,,,,,,"Source of name, Okutani, 2000",Cyclocardia erimoensis,"(Tiba, 1972)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,excelsior,,,,,,"Source of name, Lamprell & Healy, 1998",Cyclocardia excelsior,"(Verco, 1908)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,gouldii,,,,,,"Source of name, Coan et al. 2000",Cyclocardia gouldii,"(Dall, 1903)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,incisa,,,,,,"Source of name, Coan et al. 2000",Cyclocardia incisa,"(Dall, 1903)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,isaotakii,,,,,,"Source of name, Kantor & Sysoev, 2005",Cyclocardia isaotakii,"(Tiba, 1972)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,jaffaensis,,,,,,"Source of name, Lamprell & Healy, 1998",Cyclocardia jaffaensis,"(Cotton & Godfrey, 1938)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,kurilensis,,,,,,"Source of name, Kantor & Sysoev, 2005",Cyclocardia kurilensis,"Savizky, 1981",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,nodulosa,,,,,,"Source of name, ITIS, 2000",Cyclocardia nodulosa,"(Dall, 1919)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,novangliae,,,,,,"Source of name, ITIS, 2000",Cyclocardia novangliae,"(E. S. Morse, 1869)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,ovata,,,,,,"Source of name, Coan et al. 2000",Cyclocardia ovata,"(Riabinina, 1952)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,ripensis,,,,,,"Source of name, Kantor & Sysoev, 2005",Cyclocardia ripensis,"Popov & Scarlato, 1980",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,rjabininae,,,,,,"Source of name, ITIS, 2000",Cyclocardia rjabininae,"(Scarlato, 1955)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,scarlatoi,,,,,,"Source of name, Kantor & Sysoev, 2005",Cyclocardia scarlatoi,"Savizky, 1981",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,sp. A,,,,,,"Source of name, Coan & Valentich-Scott, 2003 ms",Cyclocardia sp. A,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,stearnsii,,,,,,"Source of name, ITIS, 2000",Cyclocardia stearnsii,"(Dall, 1903)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,umnaka,,,,,,"Source of name, Coan et al. 2000",Cyclocardia umnaka,"(Willett, 1932)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,velutinus,,,,,,"Source of name, Forcelli, 2000",Cyclocardia velutinus,"(Smith, 1881)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,ventricosa,,,,,,"Source of name, Coan et al. 2000",Cyclocardia ventricosa,"(Gould, 1850)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,aculeata,,,,,,"Source of name, Poppe & Goto, 1993",Glans aculeata,"(Poli, 1795)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,carpenteri,,,,,,"Source of name, Coan et al. 2000",Glans carpenteri,"(Lamy, 1922)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,dominguensis,,,,,,"Source of name, ITIS, 2000",Glans dominguensis,"(d'Orbigny, 1842)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,hirasei,,,,,,"Source of name, Lamprell & Whitehead, 1992",Glans hirasei,"Dall, 1918",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,millegrana,,,,,,"Source of name, Okutani, 2000",Glans millegrana,"(Nomura & Zinbo, 1934)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,sagamiensis,,,,,,"Source of name, Tsuchiya and Sagawa, 2000",Glans sagamiensis,"Kuroda & Habe in Habe, 1961",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,sp.,,,,,,"Source of name, SBMNH historic",Glans sp.,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Glans,,,,subquadrata,,,,,,"Source of name, ITIS, 2000",Glans subquadrata,"(Carpenter, 1864)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Megacardita,,,,coreensis,,,,,,"Source of name, Okutani, 2000",Megacardita coreensis,"(Deshayes, 1854)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Megacardita,,,,ferruginosa,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Megacardita ferruginosa,"(Adams & Reeve, 1850)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Megacardita,,,,incrassata,,,,,,"Source of name, Wells & Bryce, 1988",Megacardita incrassata,"(Sowerby, 1825)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Milneria,,,,kelseyi,,,,,,"Source of name, Coan et al. 2000",Milneria kelseyi,"Dall, 1916",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Milneria,,,,minima,,,,,,"Source of name, Coan et al. 2000",Milneria minima,"(Dall, 1871)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Miodontiscus,,,,annakensis,,,,,,"Source of name, Kantor & Sysoev, 2005",Miodontiscus annakensis,"(Oinomikado, 1938)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Miodontiscus,,,,meridionalis,,,,,,"Source of name, original literature",Miodontiscus meridionalis,"Dall, 1916",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Miodontiscus,,,,prolongatus,,,,,,"Source of name, Coan et al. 2000",Miodontiscus prolongatus,"(Carpenter, 1864)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,armilla,,,,,,"Source of name, ITIS, 2000",Pleuromeris armilla,"(Dall, 1903)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,guanica,,,,,,"Source of name, Coan & Valentich-Scott, 2003 ms",Pleuromeris guanica,"(Olsson, 1961)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,latiuscula,,,,,,"Source of name, Powell, 1979",Pleuromeris latiuscula,"Powell, 1937",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,marshalli,,,,,,"Source of name, Powell, 1979",Pleuromeris marshalli,"(Marwick, 1924)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,paucicostata,,,,,,"Source of name, Powell, 1979",Pleuromeris paucicostata,"Laws, 1940",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,perplana,,,,,,"Source of name, ITIS, 2000",Pleuromeris perplana,"(Conrad, 1841)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,tridentata,,,,,,"Source of name, Hartmann, 2006",Pleuromeris tridentata,"(Say, 1826)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,ultima,,,,,,"Source of name, Powell, 1979",Pleuromeris ultima,"Dell, 1956",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pleuromeris,,,,zelandica,,,,,,"Source of name, Powell, 1979",Pleuromeris zelandica,"(Deshayes, 1854)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Pteromeris,,,,perplana,,,,,,"Source of name, Hartmann, 2006",Pteromeris perplana,"(Conrad, 1841)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Strophocardia,,,,megastropha,,,,,,"Source of name, Coan & Valentich-Scott, 2003 ms",Strophocardia megastropha,"(Gray, 1825)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,amabilis,,,,,,"Source of name, Lamprell & Whitehead, 1992",Venericardia amabilis,"(Deshayes, 1854)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,bimaculata,,,,,,"Source of name, Lamprell & Whitehead, 1992",Venericardia bimaculata,"(Deshayes, 1854)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,borealis,,,,,,"Source of name, ITIS, 2000",Venericardia borealis,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,cardioides,,,,,,"Source of name, Lamprell & Whitehead, 1992",Venericardia cardioides,"(Reeve, 1843)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,cavatica,,,,,,"Source of name, Lamprell & Whitehead, 1992",Venericardia cavatica,"(Hedley, 1902)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,decussata,,,,,,"Source of name, www.somali.asso.fr/fossils",Venericardia decussata,"Lamarck, 1806",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,purpurata,,,,,,"Source of name, Powell, 1979",Venericardia purpurata,"(Deshayes, 1854)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,quoyi,,,,,,"Source of name, Lamprell & Whitehead, 1992",Venericardia quoyi,"(Deshayes, 1854)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,reinga,,,,,,"Source of name, Powell, 1979",Venericardia reinga,"Powell, 1933",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,rosulenta,,,,,,"Source of name, Lamprell & Whitehead, 1992",Venericardia rosulenta,"(Tate, 1887)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Venericardia,,,,tridentata,,,,,,"Source of name, ITIS, 2000",Venericardia tridentata,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,hamatadens,,,,,,"Source of name, Powell, 1979",Benthocardiella hamatadens,"Powell, 1930",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,isosceles,,,,,,"Source of name, Lamprell & Healy, 1998",Benthocardiella isosceles,"Cotton, 1930",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,obliquata,,,,,,"Source of name, Powell, 1979",Benthocardiella obliquata,"Powell, 1930",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,orbicula,,,,,,"Source of name, Powell, 1979",Benthocardiella orbicula,"Powell, 1930",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,pusilla,,,,,,"Source of name, Powell, 1979",Benthocardiella pusilla,"Powell, 1930",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,rakiura,,,,,,"Source of name, Powell, 1979",Benthocardiella rakiura,"Powell, 1939",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,striatula,,,,,,"Source of name, Powell, 1979",Benthocardiella striatula,"Powell, 1931",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Benthocardiella,,,,vitrea,,,,,,"Source of name, Lamprell & Healy, 1998",Benthocardiella vitrea,"Laseron, 1953",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Condylocardiidae,,,,Carditella,,,,angasi,,,,,,"Source of name, Lamprell & Healy, 1998",Carditella angasi,"E.A. Smith, 1885",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
